,yelping_since,review_count,average_stars,user_id,name
5477,2013-03-31,34,3.57,Inm5AJK0HS5lJHyhMDnl4Q,Itt
5524,2012-11-26,1,4.0,PEA9MQ8eTKCDar2z1jRYmg,Melissa
5526,2009-03-22,21,3.74,pM0_SU5rRmJDRERq--cSNQ,N.
5528,2010-01-02,29,2.83,vaMqZynnyCbQ684fPUq0Og,Jason
5569,2014-04-02,3,4.5,zJ3DDz7DTuPD3cbubA5Xtw,Food Loverrr
5670,2014-05-03,3,3.67,4H5OZLlo-TBVqts4KPcjJA,Michael
5687,2012-09-19,21,3.86,bMMKxqlLmiqxK-6mClTgeQ,Kaka
5750,2012-06-13,8,4.25,LXxhPCdAgAic04WcoitGOw,Navid
5752,2010-12-26,6,2.67,Dv__5VJ-HT4UksONOG10JQ,Sandy
5768,2012-10-14,2,3.5,WO7N4ShNQAnQx0sBsYaa7Q,Antoniette
5769,2016-01-13,5,4.4,anmCnaxrXDYYpMz5NS5e2A,Leela
5775,2012-06-23,7,3.86,-Uzc9IEzMkpR5rl0_PECaw,Alfred Jr.
5796,2011-05-14,29,3.69,ZGvDaPrflHWqH0lpdziCXQ,Renay
5828,2012-04-03,64,3.41,vZEY5WEJ9sRxTGhm97132A,Adrienne
5835,2011-02-16,12,4.92,8ShI6IODOryvlf-JKXHlDA,Andrew
5851,2008-12-16,33,3.82,bGvbQAuoSNHCpPrpIiUUtQ,Adeel
5868,2016-07-25,3,2.33,alXnvUqcpluKbLUtkiFvxA,Crystal
5874,2014-02-08,29,3.91,G9NZKf_w7Zb6XXmtqQaIMA,Ellen
5880,2011-08-08,16,4.06,RL4svvktiDcxhS59VB5XxQ,Victoria
5888,2011-06-08,12,4.0,q6mLkjc6I377rK-Ef0ASTg,Monika
5900,2011-07-22,286,3.72,OyWKRNyuBDqtc2wAHWxKTg,Moritz
5905,2015-06-17,22,3.7,TVxcaqtKKsjqZMUgcMvZXw,Chasel
5910,2016-01-15,3,2.67,bcEdCDrzsgEFp6BMp8JPtQ,Kailine
5930,2012-02-01,125,3.83,tE0aznXzQo-JRbHHHoFmfw,Mary
5934,2011-01-06,42,3.24,gME3JBaJ0Ekj-zMjpDi8eg,Elame
5954,2014-01-05,47,4.16,B0VPjnFjhadwn3IF6cAEfg,Justin
5963,2015-11-12,21,3.95,3C68vxjejzq4L220iARp7w,Heidi
5967,2008-07-18,9,4.67,Lk7gBKmQ9qQnEioIhB0-yQ,Ilya
5980,2014-07-29,3,2.67,izVMhceCN6T4UEeby6eh-A,Samantha
5982,2012-08-06,13,3.21,NoBj4i01z2lFAL3oBdZsaQ,Vin
5993,2016-09-11,23,4.0,bIUjHW9e-Yi-mmrGaAgEdg,Libby
6028,2012-11-30,20,4.25,GichawqUNcpZvF_6IroFFA,Dan
6043,2012-08-29,39,4.1,26Nt1m9F_rPsN-bziGtyMg,Chau
6118,2010-03-29,13,3.79,slKeVgQ5-TeCu_3-FRTY4Q,D
6150,2015-04-26,4,3.0,uSU_09SipEk20_XBPEzvfw,Jennifer
6159,2011-03-14,12,3.14,sDaPycSxgCABsIeAdzn-yw,Matt
6164,2012-10-26,19,2.68,e2xA7CnNHrbvBY5BQIwAyQ,Sean
6177,2015-07-16,14,2.94,R0jQ-a5V1GzgfELO7jna4g,Miranda
6223,2013-10-14,89,3.22,8hq4ym9AB-MbrH77iT2dog,Geoff
6242,2016-05-13,6,4.5,CGsH5TcjMl5z-UTlPSE1VA,Samit
6259,2011-02-21,23,4.0,0ghT9gDoF-H-KHyZes4yVg,Pete
6336,2016-03-12,2,4.5,lrkkLYEw--d48CbPe6yLqQ,Anish
6339,2011-08-30,15,2.71,nTUjqlOxT5YoyTrDet3_kA,Jesus
6347,2009-09-06,14,3.86,oMgMQMbLGTWbJbwfI_jicQ,Jo Jo
6353,2011-09-17,6,4.86,IIHd1fQ7WuN6pE5txoKk4w,Michael
6355,2016-04-25,4,3.75,-XtWEcurr9OKa1nqqWgOHQ,Rosh
6368,2014-06-20,1,5.0,dJExzmg3IW2-i2Ia2bOEYQ,Dominic
6374,2008-10-29,234,3.28,aN3bpfDLsMjQloJ_4-P13Q,Jenn
6378,2011-10-12,5,4.6,3MvkRprz9zbo4bUPbMeLpg,David
6386,2013-03-06,6,4.5,xR8prW7h0ZvtE_PCwPqKBw,Kevin
6408,2011-04-15,37,4.08,DOihVX5R0K1KFMaJm4ou_g,Jennifer
6430,2014-06-09,5,5.0,OBG8OZskzqtjKamFeYKM2w,Sarah
6433,2016-02-22,2,2.0,To6B7WBAX_DJtbU8iDNrug,Lobster
6438,2017-07-08,6,4.83,BaVsmBvteVZ1caEqt_2xYw,Michelle
6466,2011-12-27,30,3.81,ZN9i4vl4Ypcx8hD8ouezfQ,Lilian
6491,2009-10-13,7,4.14,3PvMBYkQ6RxvZpsTnM6YLg,Serena
6499,2013-07-11,10,3.8,FQxESZ9Fmz2QniEO0rJ9yw,Amanda
6565,2013-07-04,5,2.6,da51yXpISjvp5GQZGuNjyw,Tanya
6653,2013-06-04,4,3.0,5FiD7vV3ojzu87IZAgccNQ,Christopher
6654,2016-12-23,2,3.0,1ADTkPB9fZWiBkzcNceI6w,Aquarian
6685,2011-01-26,5,5.0,Byj97G-fEmKoRz7nXDEUYg,Alexandra
6686,2012-10-27,62,3.65,C6Qltey26Uyo_1wlISdFlg,Lindsey
6689,2012-04-07,46,4.96,ue6befezIkiskEkTGqoMHQ,T
6696,2014-05-09,94,3.6,tVq3-awIMYQ-csIFBaDI8g,Maggie
6697,2010-11-12,8,3.0,GH3RXj9Bk_KCytwDZr4XjA,Ia
6700,2012-12-28,3,4.0,4cBTUgitY98C-y8rW1-crw,Jane
6716,2014-10-03,28,3.12,FKamJQvTagSS1FGm8evjAw,Hatzi
6728,2010-12-30,48,3.65,m42YBmcf3NpgVaHEMLgGWw,Adrian
6734,2013-07-13,17,3.89,d6cEU9PUjY-GgpHmqUUWHw,Hareem
6736,2011-11-21,4,3.0,U6cZ-opbsL2z7cd80hk8jA,sebastian
6741,2013-07-30,7,3.86,9nCUFCh1q_k5QgUKrS09WQ,Linda
6743,2010-09-22,32,3.63,fFyezhVtU-1mB5lzPwkOQA,Matt
6792,2015-07-31,4,2.2,Oajk5AHxtWDrnlmjqz2bwg,Peter
6833,2015-11-07,12,3.25,j8U1S04PKcS4gQVdsQDUhA,Mark
6848,2009-11-24,7,4.38,kMqcHXU99J4NmONOiXqYpA,Sid
6883,2009-12-27,16,4.38,LVVh5pW60iI6sZAQKR93Qw,A
6896,2013-08-24,2,4.5,951y_G9zDB_YXRfpDkF69Q,Sharon
6947,2016-04-29,16,4.19,qSU-zpyFMluwKDHdkJAW6w,Sandy
6961,2013-04-11,24,2.92,F31XylBybmUkkIumFJXWkQ,Manik
6988,2013-04-04,52,3.41,J7DWyXBpABLO198OsMGnuA,Alice
6992,2014-12-16,6,3.0,lzsnm_B1vvpYwdCgR2Y4xQ,Sean
7009,2011-08-10,3,1.0,L12bvp1St519xwjJRZVugw,Grant
7031,2012-01-24,9,3.89,YtRt9iiC4mt6kfV4-EScbA,Yi Hung
7037,2014-08-17,4,3.5,P-9HZ-VxpuldgaYM9uEIAg,James
7061,2014-12-16,12,4.15,toPIPvcayc58-q9nhyMDdQ,Megan
7106,2015-01-03,1,5.0,txqoG8FPyebG5boIj3s6YQ,Gillian
7130,2015-10-03,5,4.43,WMoYFV73vV0htF39-m-BXQ,Ann
7153,2013-08-04,23,3.58,M_0z5zCdGEMsLp-JE1dM6w,Sylvia
7170,2013-12-09,13,4.31,qLljOIXettIFI3rjq0mtWg,'Rena
7173,2010-06-05,6,2.5,z6jE-5BEsfnBSridHm_AVA,Tikkin
7178,2012-01-10,1,1.0,2GwtAj08KSF8XNjxBDPAlQ,Holly
7207,2012-10-17,27,3.32,nG9tgh0SiwXUj94JCzcveA,R
7249,2015-06-27,6,4.17,yiJv4Xd4Z-bg3j_y79Zq8g,Greg
7278,2014-07-13,22,3.64,8m6DCOpyBfB6oG4ffK0f3Q,Scoob
7279,2014-01-20,26,4.93,OLf2RIQdy1S7w_03iEryzA,Dr. Ben
7331,2012-02-06,6,2.0,J3cJL-OcAAsiEvjNPjx2rw,Peter
7337,2013-10-26,4,2.75,_lLvVEK53S1lu_iA5RAH7g,Isabel
7362,2011-06-17,18,2.89,LJICWu_4_nMNdwYXLpJbZg,John
7384,2014-05-16,10,3.7,mThcq6Cm0-SzdB4WrL8m1w,Misty
7402,2011-07-16,20,3.45,2Z0mV4RqSGLZCTUKqzjjRg,Reece
7417,2011-11-18,19,3.1,ALY9ndNxWej1m21X6TuPvg,Wendy
7432,2015-09-06,12,3.5,3-hVJX98B9nSxAYmmHGsOg,Alyssa
7435,2009-07-03,6,3.67,jejXBrWv4bY9oRkHmgoq1A,John
7440,2016-09-14,7,4.0,yrbf6aHi39PeojmJmJsEPA,Leilah
7451,2014-08-05,1,4.0,aM7BMY0SyfECfN1TDsv42Q,Nadine
7471,2016-11-06,3,4.0,EGeLQ1uawOCblh7Tr4a5nA,Natalia
7485,2015-11-29,2,5.0,7xT8ELiodKJtrQepT7zAFw,Arjun
7486,2015-07-21,8,3.25,Up8sym80L6QWyM9tylVluQ,Cindy
7494,2013-11-18,11,3.55,1ttlI3yTVN38QZBBoFpDIw,Lola
7499,2014-03-13,6,4.83,_UoyM-glVGzPPSi4c4wUyw,Ayesh
7501,2016-03-01,1,2.0,ShKCjwluw-ou5x_1-OB5kw,Kris
7543,2014-03-13,3,3.33,lzhD_vQoEKEOyNlZMCMYxQ,L
7581,2015-02-16,3,4.33,E9k_3N_pf433EofBNFwb6Q,Caro
7582,2016-03-15,5,4.8,hgeS53bVmYGiGzY0ie4FJw,Mark
7586,2011-07-06,30,3.48,Qc69D3sD1zzGLpjSkSoSew,Audrey
7618,2016-12-27,2,5.0,xE08FCS3S6ZF1dHImSsQBQ,James
7669,2016-12-02,1,1.0,oEvWecX_WfVg5daR-ksgBg,Elizabeth
7671,2016-01-26,3,3.33,umgmSxcPHBxahuwDk4gJww,Christine
7681,2014-08-19,1,1.0,03RbAs7O0Km8axxOhm-Rdg,Andrea
7701,2012-11-06,2,5.0,XFShUzPQGDwHlcSp9yQbcA,Lindsay
7732,2013-04-02,2,4.0,BN6B4LwZmWDGABuYrBtPCw,Sunny
7746,2016-11-28,4,4.0,ebbnRg1Z5aauhc_8x0hk-Q,T
7803,2013-07-12,19,3.11,apOq90giEv71qL9jIoa7MA,Back
7814,2013-10-14,14,3.5,kBjTXMqOaTOdD2xwUPncdw,Amy
7833,2015-08-18,20,3.4,dMPRwjIZIHaPEDmWu6COoA,Alex
7865,2014-06-16,24,4.25,oH0kplVtvREnWCW17ysjNg,D
7952,2012-04-04,34,4.2,ywZU6r9guyirs5pmnt0NmQ,Ingo
7965,2016-07-03,1,1.0,HEjCFcinqemUnVpiK4DSWA,Fly
8017,2012-12-12,1,2.0,3-v8z3oQVQMKrqcaQ7c67g,Allan
8042,2015-08-15,11,3.42,0dpjV_MOLUhKWy4lCKmW7w,Wolfblast
8097,2016-04-25,2,5.0,LTzaUJcsGkiRCqx1yglv2A,Nicolas
8115,2015-02-06,9,4.22,wVknXb9l-2eywRh3bNosKQ,Charlie
8130,2017-12-10,2,3.0,KYsw4x652RBj2yjZjujWXQ,Christine
8164,2016-07-04,4,1.0,RhhWVpN9RWx-0pK0cLlOxQ,Shivani
8172,2012-10-09,2,1.5,o9EP74eGzHEoUbHy9QQPxg,Kita
8185,2012-08-30,7,3.57,aQQola-wPiC8Y6Js_Z10hQ,Josh
8228,2016-10-06,8,4.0,35OUyO-SeUkd4QDG-FGR_Q,Angel
8235,2014-05-22,1,5.0,i_Hwo31dZ2hEcyrQX9Oydw,Geo
8285,2013-02-02,8,1.38,Oihn6tLcpSg9TZhQXpXoDQ,Cindy
8296,2012-05-15,4,3.75,iUUD__qUctQHI3XOvU0n7w,Jojo
8413,2015-07-15,3,4.33,qWnHiMUtBfQgmjR4gZRiAg,Wing
8424,2015-10-26,4,4.5,Yh1uIv3gTfyLB2ghPCKqJQ,Don
8429,2011-11-13,7,3.38,30aEMhB5YmBy9WzL6if8cQ,Ashley
8459,2014-07-03,19,2.89,ZXoay7zjTumgi-VFGyZwrQ,Steve
8505,2016-08-21,3,4.0,1uxz1ebhhzMqbJDUM1K4ww,Orlando
8550,2013-07-24,6,2.33,Kx-XA-C9k_VnesV5Ani9uA,Da
8552,2014-12-28,24,3.92,8y7ZFrg_A_yu9jCw5n_TmA,Regina
8570,2012-03-05,20,2.55,ExJ0BkNDdjs2hdn-7z2kHA,Eric
8578,2016-09-18,6,2.5,perl7AAD-mJFVUlIOMHkPA,Emma
8685,2013-11-25,43,3.0,G1ljFieyciVFE670B80Tjw,Sarah
8733,2011-09-06,4,4.5,edRdJ6DcmTkG2mId5_IoPQ,Sarah
8752,2015-07-21,4,4.0,xP1JJvDRx41puHQMVg_Dvg,Nat
8757,2014-05-06,3,3.0,tmbhUqsPd3AzrcG_7-jJyQ,Ameliaa
8792,2015-03-21,5,3.0,Z1nGQ6S4S9da01E9Jta_NQ,C
8809,2011-12-04,19,3.05,sh0w2UjJUn0tdof5lsLBtg,Action
8838,2014-11-15,26,4.12,gCsB-busxTvg1nG9rw5XRQ,Matt
8841,2015-05-07,6,2.17,XK6oqHj7H3csB75sIRB0PQ,Polly
8852,2016-02-11,3,4.67,QITTXsfFESMsBpHTM80clA,Mary
8871,2011-01-13,33,3.59,72Gk7vzirIbDAlFvZCloFw,Howie
8950,2010-10-20,118,3.76,sccPVgHWRAww1atzaOfOYQ,Jen
8996,2009-02-02,84,3.4,oZfEvCP9JMYzIp13AF2sPw,Steve
8998,2015-08-24,2,4.5,qiqX8cyxWLuoXaUvKsNkew,Jason
9022,2012-05-06,17,3.29,Ty_BAXY413IO0m4bZ6epsQ,Crazy
9043,2015-11-15,9,4.67,2bRMHT23muoc75eB1zQfrg,Michael
9058,2013-12-31,6,4.43,ejKh4Okf2XnKO5wRCQUtVA,T
9068,2015-06-30,3,2.0,ludbLvijAZRQldapICbHig,Cesar
9072,2013-06-06,19,3.63,N9uzukr50b2YmeDMwWi3LQ,Gina
9073,2009-04-16,44,3.79,2vjhX3AWpTWZRrgQ-FCTRw,Farheen
9087,2012-06-18,25,2.76,932WpaVI_tb-EQEHkSONcA,Chris
9088,2009-10-28,32,3.28,0AMYqVq6AAbmibINey4fOQ,Mike
9116,2011-07-01,33,3.63,Ri_Cad8331IyDL2YKhUm2g,Blair
9118,2014-08-04,23,3.48,gnXv1DIrfD6ZJmVr9lY0Gw,Amy
9154,2011-11-09,26,3.61,3bYOd7YiqJa88JDekcAzMA,Jay
9186,2012-12-10,14,3.71,k_xr3O98fdZ91xFHPxuAhA,Tish
9192,2015-05-31,13,3.46,JVZk3D3XO9R79DsHtIiPNA,Ron
9194,2013-02-10,74,3.18,PoADjvCdEl-oHyWETaW7Ng,Peggie
9195,2016-02-25,20,2.9,OC4dZNFEkW_eauHVaT6TVw,Nidhi
9216,2011-01-01,54,3.51,y0h1vAoLLTA55CyzaAvxIQ,Rory
9224,2012-07-10,30,3.76,T2rL0zVH9IlWv1hlKlEUDw,Melanie
9249,2008-08-23,300,3.87,HikPdCQGk1mk5JsPjur7Nw,Anna
9254,2010-07-31,6,3.67,s7SxbwQEQXN6HXKcKzGQ8A,Sally
9255,2014-01-13,13,4.08,1MPRHxuB6n_mwyW2vkZyGg,Dave
9279,2011-12-28,5,4.43,RwheIAFwyNqC77qOgjfm1A,Julie
9282,2011-08-26,5,4.8,i1fq8trqgF5pwB7JZJMzvg,Laura
9304,2015-01-09,4,4.25,bQXIvNzA0AW9JqMIN1zoEg,Richard
9309,2010-11-14,28,3.43,g_ypYy6F_fyBbeWOJQIJCg,Jane
9323,2009-07-08,55,3.54,GKj_KcMj4N9cFri1hO3xbg,Stephen
9328,2012-09-20,4,5.0,PLNx_DysBc6C2ZKVaQdoLA,David
9345,2011-03-10,100,3.59,Ydv1CUhVtIaBFmVf_rmuyg,Jess
9355,2015-02-20,19,4.05,Sj7df9m9O9oMV5cLC6xLiA,Ashley
9356,2012-09-22,7,3.43,mwHw_FP6KOokH6dAoQlE7w,Tiffany
9407,2014-05-19,8,3.88,PJQOfU-b7haWOLIR7lsklQ,Ulysses G.
9418,2011-12-01,16,3.25,bm-jOqQFlW_DzY1Zc-Q2ow,Ali
9457,2012-04-24,67,3.81,H7BPuRn3jR8x94Ehopv7kw,Rachel
9458,2009-04-17,61,3.88,027r9dKIyDWFqIuiC5mRGw,Rod
9474,2013-08-08,17,3.35,4jp-XR42ypGfcdcrlxhnTA,Mike
9489,2016-08-08,5,4.14,u_-Q48liepYDsO8o0VNjvg,Nita
9493,2010-11-30,78,3.16,e5sdXDOkCf0sIUAivXVluA,Jordan
9496,2014-09-09,3,1.67,0VGady7kL5vYqgXA6_COxw,Crista
9513,2010-12-11,11,2.91,xxpYwNUPZWHXGhFbYOVWnQ,Eileen
9516,2011-11-01,17,4.17,-C2YN24Q-V4iaa5nPMx4_Q,Ziphion
9518,2012-09-23,10,3.47,yOeoDLoF3gixSh9lM0N92Q,Andrew
9521,2011-10-07,58,4.37,aCeAX0TM8qawIqFiT0RHJw,Dasha
9533,2014-12-03,10,3.8,UZ-BnXuaftwug3hi886VTQ,Shanny
9536,2009-12-18,226,3.54,tbPa4oCUsLuCjvxBddGC7A,Jeremy
9541,2012-11-02,4,4.25,nJCCpSVyig-mjHdav-5lMg,Julie
9558,2014-04-29,16,3.75,0z6YVu82jHtJAEK8sas0SQ,TheGirlsonBloor
9561,2010-05-26,21,3.82,yIwVIaVo8Z71BOuQTr0rcQ,Em
9608,2011-12-30,153,3.25,UmTMCfPlhA6kJLAsLycSfg,Taz
9647,2017-01-19,6,3.83,aoyQ319_Otw9whS76wvZYg,Angie
9651,2015-04-26,4,1.5,Bp5yxgkxdMYxRQ8neMmjQg,Nadia
9676,2016-08-18,3,3.0,ia14PgSDNupZR3HMywYInw,Willis
9709,2012-06-01,7,3.14,FRJhIjChUzQ9biZqzd_eTw,Sebastian
9713,2014-07-28,5,3.4,cn0L0WMxn7EjNmCQLOllDg,Vivian
9759,2015-01-05,16,1.31,L9tHP6nOKYbxYvX4jAZQ6A,Kenny
9761,2011-07-29,27,3.45,JmTf9ok9HJyQpSWvTTk-xQ,Ana
9779,2015-05-30,3,3.67,_F54iPPrQYyia3FZDYaUXQ,Selena
9784,2015-06-26,2,4.0,PjwsV3Z8pdYBDgOwq0qRJQ,Pooya
9811,2010-12-12,35,3.17,JNpQCn77Mdx8cvSTCdOHfQ,Q
9831,2011-11-06,6,1.83,oclbMgZeVuEwXz6e73SsPA,Mubeen
9839,2014-10-04,1,3.0,BtB1pr3uaiE83JeFQJ_TyA,Hannah
9849,2013-03-31,3,4.33,SaoKpQ-YI1UlPWKAuRcyCg,Jess
9850,2012-09-30,41,3.3,MnDK8a0VDmQjYdvdnbNh9w,Ivy
9855,2015-04-28,10,3.5,qiiJvfUaH4tsyHdOoHrLjQ,Milly
9871,2010-05-12,10,3.6,ZWYJHg-CgrWeDa-3OAXOkg,steve
9872,2010-04-18,9,4.11,BWZ-rhT6j-LNlBombLKulg,Thomas
9895,2013-02-06,51,4.09,zebIPfcIwNDTt8ePscqOKQ,R
9898,2010-03-10,7,3.43,zWaEJMr2jebfAEMcOgwtKQ,Food
9933,2012-12-03,8,3.44,R1CnCf65R6pWGRlwE2NGXA,Jessy
9936,2012-03-06,22,3.91,OiSLUYzjlwaNJF94rzgWQg,Shane
9953,2013-01-22,1,3.0,ytfI1YyACNjfo5vNM7o3yQ,Frank
9977,2013-08-31,37,2.49,E4gZxQV0rPTYAsqa3BUZ5w,Jason
9980,2006-12-07,14,2.5,RaQwWqwaBH-zCURNEIAMhQ,Malgosia
9998,2010-03-16,21,3.64,Trdd7utSLFNiNjfEBMP6kg,Vik
10031,2011-05-29,4,3.25,MwDfvFhvQK3s-c_Dih4JPQ,Angela
10041,2015-10-26,1,4.0,yosAulId2XNhae9SseJPKg,S
10052,2012-10-28,26,3.62,UHkDeBOmSKQCBIi9t8YzJw,Jennifer
10060,2009-10-01,9,4.67,SkhCX-WTSUYUBqBoZkuAkw,Tom
10067,2010-10-12,29,4.0,71cdbVkIZJgk4UVGClHMpg,Andrew
10073,2011-03-11,22,3.45,4uvZnhZJvFBFeCZfoCL1nQ,Stephen
10091,2011-05-25,29,3.79,HjzPCT2E09P7tdSMQQRunw,Winnie
10095,2012-06-04,4,5.0,hYS86t84AEUhM_cjMDPcvA,Britt
10099,2014-06-24,4,2.0,Jaka3-Vl4hqUHVd3QHx21Q,S
10146,2016-05-14,2,3.5,IeUP6agb5VBzEU1fHBuQEg,Sophie
10169,2011-08-05,20,3.9,WibgVDMLWIkvO25dzZB8bg,Mister
10190,2012-12-30,19,3.79,4itRpzlsHv05Z4quTR6EXg,Carolyn
10194,2011-01-10,34,4.17,opm1OXQWsWe6KX4oGEkxYA,Kaiping
10198,2013-03-02,27,3.59,StyoPnGaAizWVGqLTuv_NQ,Sarah
10210,2013-11-23,7,4.14,fbpNMkXw3M3IBfBg4z3aQQ,Jackie
10212,2009-02-26,3,3.67,ZSReTtqQWMb8dQ454VnlHw,a m i r p a s h a
10215,2013-03-05,14,3.63,suFm1e4JgPbtSBT8_mxUBw,Kristian
10284,2014-08-31,6,4.5,A0FyX8Gr9-ag41CMmbcJ6Q,Jasmine
10301,2012-11-29,4,3.75,ND5N4L5vofm2lp_4pJzdMg,Cath
10320,2011-06-03,111,3.44,2XYdguaaZ7dgi6fAlddujg,Maria
10333,2012-03-15,5,3.17,uhp02y4DnAMEMA90AgZxKA,Christian
10366,2014-06-02,8,3.0,6qJrcGcvRwvUfAiSYDlkRA,Andrew
10389,2009-04-12,101,3.68,9lHag_YTVKOa-4QE-pIgpQ,Zee
10391,2013-12-29,8,3.13,j88MiYHoLmt3SoIy9xmkMw,Senthil
10398,2013-02-06,37,3.73,nzKkqdieo9EPwjl6tk8Ycg,Chloe
10426,2013-12-23,11,2.36,v_GsMyO6uez-RLWTFb5i8w,Mark
10437,2013-05-07,47,4.21,FFe8MdeQXSVh2hOMW6h94w,Connie
10438,2014-01-04,4,4.25,-W66D59SgJ37bKA_5ZPbqw,Sus
10445,2010-05-10,20,2.15,-ZJ_PDfZFZELUsWWVpk-MQ,Syed
10458,2014-01-12,20,3.6,sIdQDGutAAx7vmuTK2JhsQ,Chris
10460,2009-04-27,12,4.08,b5d8b4KmAlPxKjIaYXPOZQ,Brian
10480,2012-11-29,41,2.82,_iA_pl6PZELu8Jn0xmDFWw,Brad
10487,2015-05-11,4,3.6,IeMkQRzkj0n5V6h2wewOFg,Laura
10501,2015-12-28,7,4.0,OqqZPEnDMzz9_7qEgRqRCg,Sarosh
10514,2015-09-05,8,2.0,c7iwX9H6DiSLuNsyG2NozQ,Jessica
10524,2014-01-16,10,4.0,XpxRPFrtCr7kbFu8JDL6Ow,Kami
10528,2009-12-16,161,3.75,v0dXQnGIxRG1JlWRIKX1CA,Thor
10540,2014-02-28,2,4.0,fQVaFbT1NA7uM8sN_sC3Gg,Paul
10543,2012-10-25,91,3.58,FmNuihINhD2lNQLnfFhpnA,Vivian
10554,2013-10-29,21,3.81,4CGIZMvapKFDjwwTPknghQ,Lenny
10575,2012-08-23,14,3.36,CbCF-4BrS9eUGrrrhNxa0w,Mike
10616,2014-03-26,15,4.13,TJTyzHjOlXnrfZ_erQCm6g,Courtney
10618,2010-09-06,1,5.0,o3BNx7uu_e4FzlzujzdC9A,Dustin
10619,2014-07-04,1,5.0,P7ijWnOMwSq0t_u61_6-ug,Corey
10628,2009-05-13,29,3.03,eLVVPhGbip-qyBQz0XPbBg,S.
10661,2009-10-03,8,3.63,6h8VOxKDnQY1pYJjhLM9Nw,Jonathan
10671,2010-06-07,8,3.5,QXf-YgugINEYnSa9zamYVA,Kate
10673,2014-02-01,4,2.5,2byCzm9kbAwt0-u-SsoWfw,M
10721,2007-09-18,18,3.44,37NnHqoHsZLAk3PCUhqwbg,R.
10727,2015-02-27,1,4.0,vc_rOPLapOKQ-5N7Ro8Q8w,Kei
10737,2012-01-09,8,4.33,gY2QFjlPKo1VzqA0IimdwQ,Gracie
10750,2012-12-06,2,3.5,EtB12STMzOwbz51sDHNREw,Sid
10782,2012-06-21,5,4.0,NxHLt24Ov-tAPDJteHPD0A,Anna
10791,2017-04-12,5,3.6,AuZ4v2Ean-Hses8-x-KOaA,Hannah
10808,2011-02-06,5,4.2,1iv_AgnXAQeB2JK4ukpvpA,Jennifer
10880,2016-01-05,12,3.85,rsrRTA8WScggXIYoSdcgCQ,Chlo
10900,2011-12-29,24,3.12,HB7t_paAeprJR2B4ZperXA,Diana
10905,2014-01-14,3,1.33,ge5cMfclivke2xukdNQh5w,K
10978,2013-07-07,6,4.33,3DfLQ9q2SqznRaZZpaZNYQ,Christopher
11005,2016-09-29,8,4.88,CrtIfvpI0v_WagdE1CXYfg,Thi
11030,2015-07-04,2,4.5,CKmkbq7z1ty-pij-xepJWg,Yvonne
11044,2011-03-07,8,4.5,XEsSzIYu6qyUDMZbHRpnpA,Robby
11046,2015-01-31,4,3.5,f3L-8QkxZ32B-piq4z5sJg,Sacha
11069,2015-07-28,8,4.5,MlvmruTZYVoGkdgWNtpa5g,Mark
11127,2009-12-22,17,4.06,cY9EOPb_ulIi95Mf18te0A,Linda
11147,2012-07-30,31,2.84,9VBHlE_PgQzS6zIZJ1PsKA,Dani
11156,2015-07-30,12,3.67,QhbpymbvlF5GYkKX0ccA8w,Victor
11237,2017-06-06,2,3.0,gV4aprPSsaBsuZw9zsf3TA,Jasmine
11257,2011-12-22,1,4.0,4Q5Q3zvvBrz6sxcpt3nAeg,Audra
11262,2012-10-14,5,2.2,wOUzXnIG-tlS7LYbI7apxQ,Senshi
11265,2015-06-27,6,3.86,1puPbd1AAesWqutiapWgCw,Brenda
11299,2017-02-05,7,4.0,LKigrWpPDaXvdUuvs3T8Ng,Lydia
11301,2014-05-30,4,4.0,rMpqif4OY2wC_ntsFKN-3g,Alison
11351,2015-08-23,2,1.0,5qE3Jf1f8QbQmaGmvChuqQ,Liza
11372,2015-06-05,4,2.5,Rl3155fKohtstXVlEGRblw,Kevin
11391,2016-08-18,4,3.0,0Io-wOu6500YjAZ3kbcw1Q,Karen
11403,2014-04-06,5,2.33,F0ucE_-vneIfDzGE2lK-CA,Eleanor
11418,2016-04-30,2,3.5,g29QdSmeWPLGTQT8MxTIRA,Erin
11429,2016-09-17,2,3.0,X3lGDKva_tn9x6ZtT1jTrw,R
11444,2016-02-17,4,3.75,AXb1D9E1g09Vz1mK5xllbQ,Rick
11473,2016-11-25,18,2.68,8ruIqRgiWyu09849YvNVKA,Summer
11505,2011-11-07,38,4.34,453V8MlGr8y61PpsDAFjKQ,Andy
11508,2013-12-08,8,3.88,0F5lPMinTFSjP7l8HDZs_Q,Christopher
11547,2009-05-22,1,5.0,-AoXiHU7yzMXHkAjIAbNGg,HS
11573,2012-06-20,9,2.78,NQg5EKmi61FYNGqXmf9O6Q,Mardy Wayde
11579,2016-03-06,10,4.7,1CAtZC7ueLUtZpnA8es_tA,Sabrina
11588,2013-07-21,128,3.47,uDPgnEv6jZa4CSv6NX49TQ,Bougey
11593,2016-05-13,6,4.83,pN8yRYyv6xcjcrpcyYlVUw,Ginette
11603,2013-02-16,7,4.0,79i8w0l643xytAGe0Za8VA,Emily
11607,2013-01-31,34,2.86,BpU7un26srDec8B-MZHP5w,Matthew
11610,2009-04-06,15,2.6,6en-a9f2a3zLkFsrazvyNA,Derek
11619,2013-06-05,41,3.52,cbGOTYFn4tZrfaDsNc-4Sw,Cindy
11668,2015-02-26,12,2.47,jbN0FLtKID0VyXC9WdeJig,G
