,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
102,4U9hnKTGidPKOSu_28m9dA,False,,,,M6K 3P6,,,True,4.0,43.638121228500005,beer_and_wine,2.0,True,,,True,"Event Planning & Services, Restaurants, Canadian (New), Caterers",Merci Mon Ami,,,True,,,1,Liberty Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.41900298,,25,True,,False,,"{'Friday': '11:0-15:30', 'Tuesday': '11:0-15:30', 'Thursday': '11:0-15:30', 'Wednesday': '11:0-15:30', 'Monday': '11:0-15:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,,,11:0-15:30,True,True,True,True,Toronto,ON
106,WwrKHFXpBqLQAkhmU01Xvw,False,,,,M6A 2T2,,,True,3.0,43.71917070000001,beer_and_wine,2.0,True,,,True,"Restaurants, Korean",Seoul House,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.45584090000001,,71,True,,False,,"{'Monday': '11:30-23:30', 'Tuesday': '11:30-23:30', 'Friday': '11:30-23:30', 'Wednesday': '11:30-23:30', 'Thursday': '11:30-23:30', 'Sunday': '12:0-23:30', 'Saturday': '11:30-23:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,12:0-23:30,11:30-23:30,11:30-23:30,True,True,False,False,Toronto,ON
107,8al-XRt5nuIize8_STWffQ,True,,,,M6J,,,True,3.5,43.6431907,none,1.0,False,,,False,"Restaurants, Pizza",King Slice,,,False,,,1,Beaconsfield Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42390290000002,,53,True,,False,,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-4:30', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Sunday': '11:0-0:0', 'Saturday': '11:0-4:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-0:0,11:0-4:30,11:0-4:30,False,True,True,False,Toronto,ON
108,wHTPHng-wWg85AF_y8IDuQ,,,,,M7A 2C7,,,,3.0,43.6559041,,,,,,False,"Restaurants, Food Stands",Feta & Olives,,,,,,1,Downtown Core,,-79.383606,,6,True,,,,,,,,,,,,,,,Toronto,ON
114,D_s16LOzlDkLwa4S8QPabw,False,,,False,L5G 1G7,,,True,3.5,43.55912429999999,full_bar,2.0,True,,,True,"Restaurants, Cafes, Seafood, American (Traditional)",Port 229,,,True,,,0,Port Credit,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5775762,,33,True,,False,,"{'Tuesday': '17:0-22:0', 'Friday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Sunday': '10:30-14:0', 'Saturday': '17:0-22:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,10:30-14:0,17:0-22:0,17:0-22:0,True,True,True,False,Mississauga,ON
115,5sKb4h7R5gdhePSflPD0Tw,True,,,False,M3B 1X8,,,True,2.5,43.754089,full_bar,2.0,True,,,True,"Japanese, Restaurants, Event Planning & Services, Sushi Bars, Caterers",Kiku Japanese Cuisine,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3579885,,87,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-22:0,11:0-22:0,11:0-22:0,True,True,True,True,Toronto,ON
118,QkVDxEo5-_3EScH0cXKDfQ,True,,,,M6C 1B2,,,True,4.0,43.6812098,beer_and_wine,2.0,True,,,True,"Sushi Bars, Restaurants",KIBO Sushi & Tapas,,,True,,,1,Wychwood,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42647679999997,,39,True,,False,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,casual,,,,True,True,True,False,Toronto,ON
119,jdylAP9AWIJVZ4O0T2YgIQ,True,,,,L6W 3E7,,,False,3.5,43.6895996,,1.0,,,,True,"Caribbean, Indian, Restaurants, Chinese, Food",Palm Palace,,,,,,1,,,-79.7384316,,11,True,,,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:0-1:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:30-1:0'}",,no,casual,11:0-23:0,11:30-1:0,11:0-1:0,True,True,,False,Brampton,ON
123,96X4OwboB2qCLY7tQ20wMg,False,,,,M6A 2T9,,,True,3.0,43.7247752,full_bar,2.0,True,,,True,"American (Traditional), Restaurants",Rainforest Cafe,,True,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}",-79.4553801,,40,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,,False,Toronto,ON
125,pZyysYRFHP0oCOf6e1bVuw,False,,False,False,L4K 0H1,outdoor,,True,3.0,43.8345209687,full_bar,2.0,True,,,True,"Nightlife, Seafood, American (Traditional), Breakfast & Brunch, Sports Bars, Lounges, Steakhouses, Bars, Cocktail Bars, Burgers, International, Canadian (New), Restaurants",Sparks Premium Grill + Bar,True,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5207216312,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",30,,False,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Sunday': '11:0-0:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-0:0,11:0-0:0,11:0-0:0,True,True,False,True,Vaughan,ON
127,c7rqIXZHxjS_VVzUlyQeVA,False,,,,L4L 9K8,,,True,3.0,43.7906881,,2.0,,,,True,"Restaurants, American (Traditional), Bars, Nightlife",Slumdog Bar & Grill,True,,,,,1,Pine Grove,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.55222380000002,,5,,,True,,"{'Monday': '11:30-23:30', 'Tuesday': '11:30-23:30', 'Friday': '12:0-1:30', 'Wednesday': '11:30-23:30', 'Thursday': '11:30-23:30', 'Sunday': '11:30-23:30', 'Saturday': '12:0-2:0'}",,free,casual,11:30-23:30,12:0-2:0,12:0-1:30,True,True,False,True,Woodbridge,ON
129,cwQwLJMaTA2Zm0LfPx4diw,True,,,False,L5B 2C9,,,True,4.0,43.5928749,none,2.0,False,,,True,"Restaurants, Gluten-Free, Vietnamese, Thai",Basil Box,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.64302409999998,,67,True,,False,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-19:0', 'Saturday': '11:0-21:0'}","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-19:0,11:0-21:0,11:0-21:0,False,True,False,False,Mississauga,ON
131,cY70RdP5w6gxRhY-wZ681A,False,,,,M1G 1P6,,,,3.0,43.76074860000001,,,False,,,,"Restaurants, Pakistani, Indian",Shahi Karahi,,,,,,0,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2228543,,13,,,,,,,no,casual,,,,False,True,,,Scarborough,ON
133,Jnw072ogcKlp758gI_PTjQ,False,,False,,M8Z 1V1,,,True,3.0,43.6177085,full_bar,2.0,True,,,True,"Nightlife, Diners, Bars, American (Traditional), Greek, Breakfast & Brunch, Barbeque, Restaurants",The Grille Restaurant & Bar,False,True,True,,,1,Etobicoke,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.54288509999998,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",106,True,,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '6:30-23:0', 'Tuesday': '6:30-23:0', 'Friday': '6:30-6:0', 'Wednesday': '6:30-23:0', 'Thursday': '6:30-23:0', 'Sunday': '6:0-23:0', 'Saturday': '6:0-6:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,6:0-23:0,6:0-6:0,6:30-6:0,True,True,False,True,Etobicoke,ON
136,7T_2djdY6ldRugsuWb2S-A,False,,,,L4C 3E3,,,True,3.5,43.893027636999996,none,2.0,True,,,True,"Breakfast & Brunch, Restaurants",Cora's,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4413296614,,24,True,,False,,"{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Friday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Sunday': '7:0-15:0', 'Saturday': '6:0-15:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,7:0-15:0,6:0-15:0,6:0-15:0,False,True,True,True,Richmond Hill,ON
142,hT5kvnJnBWzUWrSpqg3byg,True,,,False,M5B 1E4,,,,5.0,43.6566701,full_bar,,True,,,,"Burgers, Chicken Wings, Restaurants, Canadian (New)",The Sky Stars,,False,True,,,1,Downtown Core,,-79.3753603,,3,,,True,,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Friday': '8:0-0:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-23:0', 'Sunday': '9:0-22:0', 'Saturday': '8:0-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,,9:0-22:0,8:0-0:0,8:0-0:0,True,True,True,False,Toronto,ON
143,0lQeZyb_jLHf44yBq7V5-g,False,,,False,M6E 2G7,,,True,4.0,43.69752620000001,none,2.0,False,,,True,"Restaurants, Caribbean",Raps Authentic Jamaican,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.44112679999998,,75,True,,False,,"{'Monday': '11:30-4:0', 'Tuesday': '11:30-4:0', 'Friday': '11:30-6:0', 'Wednesday': '11:30-4:0', 'Thursday': '11:30-4:0', 'Sunday': '11:30-4:0', 'Saturday': '11:30-6:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:30-4:0,11:30-6:0,11:30-6:0,False,True,True,False,York,ON
144,_ONkRPvpIYdCuj9u6cIPeA,False,,,,L3R 9V7,,,True,3.0,43.825455100000006,beer_and_wine,2.0,True,,,True,"Dim Sum, Chinese, Restaurants",Miu Garden,,,False,,,0,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.304214,,60,True,,False,,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Friday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Sunday': '8:0-22:0', 'Saturday': '8:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,8:0-22:0,8:0-22:0,8:0-22:0,True,True,True,False,Markham,ON
148,TYLxdNFuszbS3ngvlqLUCg,True,,,,L4B 3B4,,,True,3.5,43.8469385,full_bar,2.0,True,,,True,"Restaurants, Thai",Thai Fay Cuisine,,,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3781746,,26,True,,False,,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Sunday': '17:0-22:0', 'Saturday': '17:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,17:0-22:0,17:0-22:0,11:0-22:0,True,True,True,False,Richmond Hill,ON
152,oreF3CPWsX2lHq0V4AZQKg,False,,,,M1P 2G7,,,True,4.5,43.758688,none,1.0,True,,,True,"Pakistani, Halal, Restaurants, Indian",Desi Hut Takeout & Catering,,,True,,,0,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2889502,,3,True,,True,,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Friday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Sunday': '11:0-20:0', 'Saturday': '11:0-20:0'}",,free,casual,11:0-20:0,11:0-20:0,11:0-20:0,True,True,True,False,Toronto,ON
153,Y8heNCqlpiUVxpXxcstq8Q,,,,False,M5L 2L4,,,False,4.5,43.652511385699995,,2.0,,,,,"Jewelry, Arts & Crafts, Alternative Medicine, Shopping, Food, Restaurants, Health & Medical, Coffee & Tea, Active Life, Meditation Centers, Cafes, Fitness & Instruction",House Of Energy,,False,True,,,1,Kensington Market,,-79.4010374871,,7,False,,,,"{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Friday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Sunday': '11:0-18:0', 'Saturday': '11:0-18:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",free,,11:0-18:0,11:0-18:0,12:0-18:0,,False,True,True,Toronto,ON
154,la4mM0mSexjkOLe1goXJPg,True,,,,M2N 3G1,,,True,3.5,43.7644706,beer_and_wine,3.0,True,,,True,"Restaurants, Seafood, Chinese",Hotopia Sichuan Cuisine,,,,,,1,Willowdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.41032790000001,,15,,,False,,"{'Monday': '16:0-22:30', 'Tuesday': '16:0-22:30', 'Friday': '12:0-23:0', 'Wednesday': '16:0-22:30', 'Thursday': '16:0-22:30', 'Sunday': '12:0-22:30', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,12:0-22:30,12:0-23:0,12:0-23:0,False,True,True,False,Toronto,ON
161,ZMmgFw2P4LWsFXNn1ZGc1g,False,,,,M4W 2J1,,,True,3.5,43.672529,,1.0,,,,False,"Restaurants, Seafood",Buster's Sea Cove,,,,,,0,Yorkville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3878412,,12,,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Saturday': '11:0-21:0'}",,no,casual,,11:0-21:0,11:0-21:0,False,True,,False,Toronto,ON
167,nHV1iXKBVlCW64bCt4itnA,False,,False,,M5A 1B1,outdoor,,True,3.5,43.6476402,full_bar,2.0,True,,,True,"Canadian (New), Restaurants, Bars, Pubs, Nightlife, Seafood",Keating Channel Pub & Grill,True,True,,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.35339809999998,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",31,True,,True,"{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Friday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Sunday': '11:30-22:0', 'Saturday': '11:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:30-22:0,11:30-22:0,11:30-23:0,True,True,True,True,Toronto,ON
168,98NaJ8FWzPuoymHfj6IIeA,False,,,,M1V 3S1,,,True,3.5,43.821203600000004,none,1.0,True,,,True,"Restaurants, Chinese",Ming's Noodle Cafe,,True,True,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3045662,,58,False,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,,,,False,True,True,False,Scarborough,ON
169,eQmGP0FEnewPoW_jBXsg4A,,,,,M5L 1E2,,,,4.0,43.648258,,3.0,,,,,"Local Flavor, Restaurants, Juice Bars & Smoothies, Food, Food Court",Greenhouse Juice,,True,,,,1,Downtown Core,,-79.37955799999997,,10,True,,,,"{'Friday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Monday': '7:0-19:0'}","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,,,,7:0-19:0,,True,True,,Toronto,ON
177,RDqut1o5n3wuwUZa0CJ3jg,False,,,,M8X 1C4,,,True,4.0,43.64711,beer_and_wine,2.0,True,,,True,"Restaurants, Seafood",Kingsway Fish & Chips,,True,False,,,1,Etobicoke,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5132513,,38,True,,False,,"{'Tuesday': '11:0-20:0', 'Friday': '11:0-20:30', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Saturday': '11:0-20:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,,11:0-20:0,11:0-20:30,False,True,True,False,Etobicoke,ON
178,jxV-rtwx1GtpMlMV6d7D4Q,True,,,,M1P 3G2,,,,4.0,43.7649093,,2.0,False,,,,"Restaurants, American (Traditional), Canadian (New), Chicken Wings",Wings & Wings,,,,,,1,Scarborough,,-79.25913270000002,,6,,,,,"{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Friday': '12:0-23:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Sunday': '16:0-22:0', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,16:0-22:0,12:0-23:0,12:0-23:0,,True,,False,Toronto,ON
182,CN5nuUQod0f8g3oh99qq0w,False,,True,False,M5S 1Y6,no,,False,4.0,43.665157,full_bar,2.0,True,,,True,"Tapas/Small Plates, Tapas Bars, Nightlife, Japanese, Pubs, Bars, Restaurants",KINKA IZAKAYA BLOOR,True,False,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.410658,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",403,True,,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Friday': '17:0-1:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Sunday': '17:0-0:0', 'Saturday': '17:0-1:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:0-0:0,17:0-1:0,17:0-1:0,True,True,True,False,Toronto,ON
184,-FyvAo_bNe6eXWpEHpSUrQ,False,,,False,L5N 3K6,,,True,3.5,43.58541293890001,beer_and_wine,2.0,True,,,True,"Restaurants, Sushi Bars",Sushi In Sushi,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.7408231577,,44,True,,False,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Saturday': '12:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,,12:0-22:0,11:30-22:0,True,True,True,False,Mississauga,ON
185,R8ft_fn8y9ejKoYnQwdByg,False,,,,M6J 1V9,,,True,3.0,43.6509844,beer_and_wine,2.0,True,,,True,"Vietnamese, Vegetarian, Restaurants, Asian Fusion",Cafe 668,,False,False,,,1,Trinity Bellwoods,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.411692,,46,True,,False,,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Friday': '17:0-22:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Sunday': '17:0-21:0', 'Saturday': '17:0-22:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,casual,17:0-21:0,17:0-22:0,17:0-22:0,True,True,True,False,Toronto,ON
189,MCXLDCA9F9Ui0VA9kuHlbA,False,,,,L6G 0A5,,,True,4.0,43.84985,none,1.0,False,,,True,"Korean, Restaurants",Korean Food Express,,,False,,,1,Brown's Corners,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3476695,,61,False,,False,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-21:0,11:0-21:0,11:0-21:0,False,True,False,False,Markham,ON
191,VbFGfmrl0VtXc10vKpj5aw,,,,,M5V 3J3,,,True,3.5,43.638766600000004,beer_and_wine,2.0,True,,,True,"Italian, Greek, Mediterranean, Restaurants",Porticello Restaurant,,True,,,,0,Harbourfront,,-79.38979,,3,True,,,,"{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Sunday': '11:30-22:0', 'Saturday': '17:0-23:30'}",,,casual,11:30-22:0,17:0-23:30,17:0-23:0,,True,,False,Toronto,ON
193,yBGqf8l9NOM3vZFnlxcgzQ,True,,,False,M6G 1B7,,,True,3.5,43.65489829999999,full_bar,2.0,True,,,True,"Food, Italian, Restaurants, Pizza, Food Delivery Services",Vivoli,,False,True,,,1,Little Italy,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4164765,,69,True,,True,,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Friday': '12:0-1:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-23:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-1:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,12:0-22:0,12:0-1:0,12:0-1:0,True,True,True,True,Toronto,ON
